,TIPO_MOVIMENTO,TIPMOV,GRUPO,TOP,NRO_UNICO,NUNOTA,SEQUENCIA,NUNOTA_SEQ_ORIG,NUMNOTA_PED_ORIG,NUMNOTA,DIF_DIAS,DT_REL,DTNEG,DT_PREVENT,DTFATUR_PED,DT_ENT_ESTOQUE,CODPROD,REFERENCIA,DESCRPROD,CONTROLE,VLRMOEDA,MOEDA,QTD_NEG,QTD_ENTREGUE,QTD_PENDENTE,VLRUNITDOLAR,VLRTOT_NEG,VLRTOT_DOLAR,VLRTOT_ENTREGUE,VLRTOT_PENDENTE,REPRESENTADA,FAMILIA_PRODUTO,GRUPO_PRODUTO,FGCOLOR,DTVENC_FINAL,OBSERVACAO
1056,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,20547.0,55033,14,20547 / 17,8019,52613,0,2022-10-01,2022-11-11 08:43:00,2022-11-11,2022-10-01,2022-11-17,539,008.0038,A-C(R) 6A - 25KG,M80066-113,5.1744,USD,1000.0,1000.0,0.0,2.74,2740.0,2740.0,2740.0,0.0,HONEYWELL,Cera,A C(R) 6A,#4169E1,2023-01-10,DANFE: 0052613 - 8019/22 HONEYWELL - DI: 22/2225149-3ROMANEIO DE RECEBIMENTO Nr. 636489
1057,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,20547.0,55033,15,20547 / 18,8019,52613,0,2022-10-01,2022-11-11 08:43:00,2022-11-11,2022-10-01,2022-11-17,539,008.0038,A-C(R) 6A - 25KG,M80066-114,5.1744,USD,1000.0,1000.0,0.0,2.74,2740.0,2740.0,2740.0,0.0,HONEYWELL,Cera,A C(R) 6A,#4169E1,2023-01-10,DANFE: 0052613 - 8019/22 HONEYWELL - DI: 22/2225149-3ROMANEIO DE RECEBIMENTO Nr. 636489
1058,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,20547.0,55033,16,20547 / 19,8019,52613,0,2022-10-01,2022-11-11 08:43:00,2022-11-11,2022-10-01,2022-11-17,539,008.0038,A-C(R) 6A - 25KG,M80066-115,5.1744,USD,1000.0,1000.0,0.0,2.74,2740.0,2740.0,2740.0,0.0,HONEYWELL,Cera,A C(R) 6A,#4169E1,2023-01-10,DANFE: 0052613 - 8019/22 HONEYWELL - DI: 22/2225149-3ROMANEIO DE RECEBIMENTO Nr. 636489
1059,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,20547.0,55033,17,20547 / 20,8019,52613,0,2022-10-01,2022-11-11 08:43:00,2022-11-11,2022-10-01,2022-11-17,539,008.0038,A-C(R) 6A - 25KG,M80066-116,5.1744,USD,1000.0,1000.0,0.0,2.74,2740.0,2740.0,2740.0,0.0,HONEYWELL,Cera,A C(R) 6A,#4169E1,2023-01-10,DANFE: 0052613 - 8019/22 HONEYWELL - DI: 22/2225149-3ROMANEIO DE RECEBIMENTO Nr. 636489
1060,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,20547.0,55033,18,20547 / 21,8019,52613,0,2022-10-01,2022-11-11 08:43:00,2022-11-11,2022-10-01,2022-11-17,539,008.0038,A-C(R) 6A - 25KG,M80066-117,5.1744,USD,1000.0,1000.0,0.0,2.74,2740.0,2740.0,2740.0,0.0,HONEYWELL,Cera,A C(R) 6A,#4169E1,2023-01-10,DANFE: 0052613 - 8019/22 HONEYWELL - DI: 22/2225149-3ROMANEIO DE RECEBIMENTO Nr. 636489
1061,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55183.0,55435,1,55183 / 1,8009,55159,0,2022-11-17,2022-11-17 00:00:00,2022-11-17,2022-11-17,,1635,001.0047,"NOVEMER EC-1 - 113,40KG",ATCH211001,5.3204,USD,226.8,226.8,0.0,13.66,3098.088,3098.088,3098.088,0.0,LUBRIZOL,Emulsionante,NOVEMER EC 1,#4169E1,2023-01-16,DANFE 55159- 8009/22 ROMANEIO DE RECEBIMENTO Nr. 637321
1062,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55185.0,55441,1,55185 / 3,8009,55160,0,2022-11-17,2022-11-17 00:00:00,2022-11-17,2022-11-17,,4674,001.0226,"MERQUAT 550PR - 204,10KG NAC",0102591245,5.3204,USD,204.1,204.1,0.0,1.06,216.346,216.346,216.346,0.0,LUBRIZOL,Polímeros Condicionantes,MERQUAT 550PR,#4169E1,2023-01-16,DANFE: 55160 -ROMANEIO DE RECEBIMENTO Nr. 637499
1063,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55185.0,55441,4,55185 / 3,8009,55160,0,2022-11-17,2022-11-17 00:00:00,2022-11-17,2022-11-17,,4674,001.0226,"MERQUAT 550PR - 204,10KG NAC",0102594530,5.3204,USD,3877.9,3877.9,0.0,1.06,4110.574,4110.574,4110.574,0.0,LUBRIZOL,Polímeros Condicionantes,MERQUAT 550PR,#4169E1,2023-01-16,DANFE: 55160 -ROMANEIO DE RECEBIMENTO Nr. 637499
1064,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55185.0,55441,5,55185 / 3,8009,55160,0,2022-11-17,2022-11-17 00:00:00,2022-11-17,2022-11-17,,4674,001.0226,"MERQUAT 550PR - 204,10KG NAC",0102605286,5.3204,USD,6123.0,6123.0,0.0,1.06,6490.38,6490.38,6490.38,0.0,LUBRIZOL,Polímeros Condicionantes,MERQUAT 550PR,#4169E1,2023-01-16,DANFE: 55160 -ROMANEIO DE RECEBIMENTO Nr. 637499
1065,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55191.0,55442,1,55191 / 1,8009,134424,0,2022-11-17,2022-11-17 00:00:00,2022-11-17,2022-11-17,,4673,001.0224,"MERQUAT 550 NAC - 204,10KG",0102596866,5.3204,USD,8164.0,8164.0,0.0,1.06,8653.84,8653.84,8653.84,0.0,LUBRIZOL,Polímeros Condicionantes,MERQUAT 550,#4169E1,2023-01-16,DANFE: 134424 -  ROMANEIO DE RECEBIMENTO Nr. 637500
1066,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55193.0,55489,1,55193 / 1,8009,10843,0,2022-11-17,2022-11-17 00:00:00,2022-11-17,2022-11-17,,4998,001.0285,"SCHERCEMOL DIS - 15,9 KG",0000133219,5.3204,USD,31.8,31.8,0.0,26.32,836.976,836.976,836.976,0.0,LUBRIZOL,Ésteres,SCHERCEMOL DIS,#4169E1,2023-01-16,"DANFE: 10843 - 8009/22 NOV - ORDEM DE VENDAS 0003906409
||ALIQUOTA DE ICMS CONFORME TTD 215000001786201 - TERMO DE CONCESSAO|Nº 215000003542407 - CLIENTE CONTRIBUINTE DE ICMS.| ALIQUOTA DO IPI REDUZIDA A ZERO, CONFORME  DECRETO 6.006 DE 28/12/2006 |ALIQUOTA DE IPI REDUZIDA A ZERO. A TAXA DE IPI E 0,00. PRODUTO COM DESTINO A EMPRESA (INLOG) TRANSPARE TRANSPORTES ARMAZENS | GERAIS LTDA | RUA JOSE GERALDINO BITTENCOURT, 4001- | PEDRA DE AMOLAR- ILHOTA-SC CEP: 88320-000 | CNPJ- 06.009.235/0003-92- I.E: 257711538 | ATENTAR-SE AO HORARIO COMERCIAL, 08HS AS 12HS. |  | | PEDIDO: 8009-22 , ORDEM DE VENDAS 0003906409 | DECLARO, PARA FINS DE ATENDIMENTO AO ART. 22, INCISO II, ALINEA C, DO DECRETO N. 96.044/88, QUE O PRODUTO ESTA ADEQUADAMENTE ACONDICIONADO PARA SUPORTAR OS RISCOS NORMAIS DE CARREGAMENTO, DESCARREGAMENTO, TRANSBORDO E TRANSPORTE, CONFORME A REGULAMENTACAO EM VIGOR"
1067,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55196.0,55568,1,55196 / 1,8009,10844,0,2022-11-17,2022-11-17 00:00:00,2022-11-17,2022-11-17,,71,001.0004,CARBOPOL ETD 2020 - 20KG,0000135625,5.3204,USD,60.0,60.0,0.0,22.08,1324.8,1324.8,1324.8,0.0,LUBRIZOL,Polímeros em Pó,CARBOPOL ETD 2020,#4169E1,2023-01-16,DANFE: 10844 - 8009/22 ROMANEIO DE RECEBIMENTO Nr. 637317
1068,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55194.0,55573,1,55194 / 1,8009,10845,0,2022-11-17,2022-11-17 00:00:00,2022-11-17,2022-11-17,,7214,001.0382,"CARBOPOL AQUA SF-1 (P) - 217,70KG",0000137303,5.3204,USD,8054.9,8054.9,0.0,2.52,20298.348,20298.348,20298.348,0.0,LUBRIZOL,Polímeros Líquidos,CARBOPOL AQUA SF-1 NAC (P),#4169E1,2023-01-16,DANFE: 10845 -ROMANEIO DE RECEBIMENTO Nr. 637349
1069,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55180.0,55579,1,55180 / 1,8009,55177,0,2022-11-17,2022-11-17 00:00:00,2022-11-17,2022-11-17,,4664,001.0221,MERQUAT 280 NP - 204KG,EL2C3190A0,5.3204,USD,204.0,204.0,0.0,3.64,742.56,742.56,742.56,0.0,LUBRIZOL,Polímeros Condicionantes,MERQUAT 280 NP,#4169E1,2023-01-16,DANFE: 55177 - ROMANEIO DE RECEBIMENTO Nr. 637328
1070,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55563.0,55596,1,55563 / 2,7988,4339,0,2022-11-14,2022-11-14 00:00:00,2022-11-14,2022-11-14,,7126,101.0038,REWOQUAT CQ 100 G - 220KG - UN 3082/CLASSE 9/PG III,J022623755,5.3051,USD,200.0,200.0,0.0,3.19,638.0,638.0,638.0,0.0,EVONIK,Tensoativo não-iônico,REWOQUAT CQ 100 G,#4169E1,2022-12-14,DANFE: 000004339
1071,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55563.0,55596,2,55563 / 1,7988,4339,0,2022-11-14,2022-11-14 00:00:00,2022-11-14,2022-11-14,,6856,101.0008,TEGOTENS EC 11 - 200KG,J022824390,5.3051,USD,200.0,200.0,0.0,3.19,638.0,638.0,638.0,0.0,EVONIK,Tensoativo não-iônico,TEGOTENS EC 11,#4169E1,2022-12-14,DANFE: 000004339
1072,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55563.0,55596,3,55563 / 3,4339,4339,0,2022-11-14,2022-11-14 00:00:00,2022-11-14,2022-11-14,,6825,101.0001,REWOCARE HV 100 - 1050KG,DC04/6654M,5.3051,USD,1050.0,1050.0,0.0,6.55,6877.5,6877.5,6877.5,0.0,EVONIK,Espessante,REWOCARE HV 100,#4169E1,2022-12-14,DANFE: 000004339
1073,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55882.0,55912,1,55882 / 1,66739,66739,0,2022-11-16,2022-11-16 00:00:00,2022-11-16,2022-11-16,,1314,058.0004,FRASCO 1 LITRO, ,0.0,BLR,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,EMBALAGEM - FRACIONADOS,SEM FAMÍLIA,EMBALAGEM - MERCADORIA,#4169E1,2022-11-17,"Venda producao. Reducao aliq.do IPI - Conforme Decreto 11.055/2022 Art. 1,  de 28/04/2022.
Venda producao. Reducao aliq.do IPI - Conforme Decreto 11.055/2022 Art. 1,  de 28/04/2022."
1074,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55882.0,55912,2,,66739,66739,0,2022-11-16,2022-11-16 00:00:00,2022-11-16,2022-11-16,,587,058.0006,BOMBONA 5 LTS, ,0.0,BLR,252.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,EMBALAGEM - FRACIONADOS,SEM FAMÍLIA,EMBALAGEM - MERCADORIA,#4169E1,2022-11-17,"Venda producao. Reducao aliq.do IPI - Conforme Decreto 11.055/2022 Art. 1,  de 28/04/2022.
Venda producao. Reducao aliq.do IPI - Conforme Decreto 11.055/2022 Art. 1,  de 28/04/2022."
1075,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55882.0,55912,3,,66739,66739,0,2022-11-16,2022-11-16 00:00:00,2022-11-16,2022-11-16,,592,058.0008,BOMBONA 20LT, ,0.0,BLR,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,EMBALAGEM - FRACIONADOS,SEM FAMÍLIA,EMBALAGEM - MERCADORIA,#4169E1,2022-11-17,"Venda producao. Reducao aliq.do IPI - Conforme Decreto 11.055/2022 Art. 1,  de 28/04/2022.
Venda producao. Reducao aliq.do IPI - Conforme Decreto 11.055/2022 Art. 1,  de 28/04/2022."
1076,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55877.0,55950,1,55877 / 1,40600,40600,0,2022-11-18,2022-11-18 00:00:00,2022-11-18,2022-11-18,,8922,058.0020,BARRICA RECRAVADA  28LITROS 280X470, ,0.0,BLR,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,EMBALAGEM - FRACIONADOS,SEM FAMÍLIA,EMBALAGEM - MERCADORIA,#4169E1,2022-12-16,"Pedido 454140
Valor Aproximado dos Tributos (Lei 12.741) R$ 561,06 Federal e R$ 656,64 Estadual Fonte: IBPT.        Local de Entrega : RUA JOSE GERALDINO BITTENCOURT, 4001-PEDRA DE AMOLAR, ILHOTA/SC.  RUA JOSE GERALDINO BITTENCOURT, 4001-PEDRA DE AMOLAR, ILHOTA/SC -  LOCAL DE ENTREGA (INLOG) TRANSPARE TRANSPORTES ARMAZENS GERAIS LTDA CNPJ: 06.009.235/0003-92, I.E: 257711538, CEP: 88320-000 - Pedido 454140 -  Pedido do Cliente"
1077,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,48198.0,56039,1,48198 / 8,1375,52869,0,2022-10-21,2022-11-22 10:23:00,2022-11-22,2022-10-21,2022-11-25,1983,040.0231,RODOL BLUE TONER M - 5KG(RE)- UN 3077/ CLASS 9/ PG III,I94643,5.3477,USD,5.0,5.0,0.0,65.97,329.85,329.85,329.85,0.0,J.H.LOWENSTEIN,Corante oxidativo,RODOL BLUE TONER M,#4169E1,2023-02-20,DANFE: 0052869 E 0052870 - 1375/22 - LOWENSTEIN - DI: 22/2304029-1-ROMANEIO 638857
1078,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,48198.0,56039,2,48198 / 5,1375,52869,0,2022-10-21,2022-11-22 10:23:00,2022-11-22,2022-10-21,2022-11-25,2040,040.0247,RODOL DARK BROWN MNC - 25KG(RE) - UN2811/CLASSE 6.1/PG III,I94736,5.3477,USD,25.0,25.0,0.0,21.83,545.75,545.75,545.75,0.0,J.H.LOWENSTEIN,Corante oxidativo,RODOL DARK BROWN MNC,#4169E1,2023-02-20,DANFE: 0052869 E 0052870 - 1375/22 - LOWENSTEIN - DI: 22/2304029-1-ROMANEIO 638857
1079,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,48198.0,56039,3,48198 / 6,1375,52869,0,2022-10-21,2022-11-22 10:23:00,2022-11-22,2022-10-21,2022-11-25,2043,040.0250,RODOL LIGHT BROWN MNC - 25KG(RE)- UN2811/CLASSE 6.1/PG III,I94701,5.3477,USD,25.0,25.0,0.0,19.95,498.75,498.75,498.75,0.0,J.H.LOWENSTEIN,Corante oxidativo,RODOL LIGHT BROWN MNC,#4169E1,2023-02-20,DANFE: 0052869 E 0052870 - 1375/22 - LOWENSTEIN - DI: 22/2304029-1-ROMANEIO 638857
1080,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,48198.0,56039,4,48198 / 4,1375,52869,0,2022-10-21,2022-11-22 10:23:00,2022-11-22,2022-10-21,2022-11-25,2302,040.0268,LOWACRYL RED 22 CONC - 5KG,26,5.3477,USD,5.0,5.0,0.0,55.71,278.55,278.55,278.55,0.0,J.H.LOWENSTEIN,Corante catiônico,LOWACRYL RED 22,#4169E1,2023-02-20,DANFE: 0052869 E 0052870 - 1375/22 - LOWENSTEIN - DI: 22/2304029-1-ROMANEIO 638857
1081,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,48198.0,56039,6,48198 / 1,1375,52869,0,2022-10-21,2022-11-22 10:23:00,2022-11-22,2022-10-21,2022-11-25,3997,040.0320,PDR BLACK GC-7 - 25KG (RE) - UN3190/CLASSE4.2/PGII,L94624,5.3477,USD,50.0,50.0,0.0,26.48,1324.0,1324.0,1324.0,0.0,J.H.LOWENSTEIN,Blend oxidativo amonia free,PDR BLACK GC 7,#4169E1,2023-02-20,DANFE: 0052869 E 0052870 - 1375/22 - LOWENSTEIN - DI: 22/2304029-1-ROMANEIO 638857
1082,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,48198.0,56039,7,48198 / 9,1375,52869,0,2022-10-21,2022-11-22 10:23:00,2022-11-22,2022-10-21,2022-11-25,3997,040.0320,PDR BLACK GC-7 - 25KG (RE) - UN3190/CLASSE4.2/PGII,L94626,5.3477,USD,50.0,50.0,0.0,26.48,1324.0,1324.0,1324.0,0.0,J.H.LOWENSTEIN,Blend oxidativo amonia free,PDR BLACK GC 7,#4169E1,2023-02-20,DANFE: 0052869 E 0052870 - 1375/22 - LOWENSTEIN - DI: 22/2304029-1-ROMANEIO 638857
1083,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,48198.0,56047,1,48198 / 7,1375,52870,0,2022-10-21,2022-11-22 10:44:00,2022-11-22,2022-10-21,2022-11-25,3209,040.0307,RODOL RED 10 - 5KG - UN3077/CLASSE 9/PG III,I94990,5.3477,USD,5.0,5.0,0.0,127.35,636.75,636.75,636.75,0.0,J.H.LOWENSTEIN,Corante oxidativo,RODOL RED 10,#4169E1,2023-02-20,DANFE: 0052869 E 0052870 - 1375/22 - LOWENSTEIN - DI: 22/2304029-1 - ROMANEIO 638857
1084,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,7305.0,56145,1,7305 / 3,7999,52877,0,2022-09-29,2022-11-23 15:44:50,2022-11-23,2022-09-29,2022-11-28,2854,014.0003,NEOSSANCE HEMI SQUALANE - 154KG,22BAN0902HE096,5.3477,USD,308.0,308.0,0.0,8.75,2695.0,2695.0,2695.0,0.0,APRINNOVA,Emoliente,NEOSSANCE HEMI SQUALANE,#4169E1,2023-02-21,DANFE: 0052877 - 7999/22 APRINNOVA - DI: 22/2310398-6 - ROMANEIO 638329
1085,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,7305.0,56145,5,7305 / 1,7999,52877,0,2022-09-29,2022-11-23 15:44:50,2022-11-23,2022-09-29,2022-11-28,2854,014.0003,NEOSSANCE HEMI SQUALANE - 154KG,22BAN0927HE107,5.3477,USD,6160.0,6160.0,0.0,8.75,53900.0,53900.0,53900.0,0.0,APRINNOVA,Emoliente,NEOSSANCE HEMI SQUALANE,#4169E1,2023-02-21,DANFE: 0052877 - 7999/22 APRINNOVA - DI: 22/2310398-6 - ROMANEIO 638329
1086,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,7305.0,56145,6,7305 / 4,7999,52877,0,2022-09-29,2022-11-23 15:44:50,2022-11-23,2022-09-29,2022-11-28,2854,014.0003,NEOSSANCE HEMI SQUALANE - 154KG,22BAN0928HE108,5.3477,USD,2156.0,2156.0,0.0,8.75,18865.0,18865.0,18865.0,0.0,APRINNOVA,Emoliente,NEOSSANCE HEMI SQUALANE,#4169E1,2023-02-21,DANFE: 0052877 - 7999/22 APRINNOVA - DI: 22/2310398-6 - ROMANEIO 638329
1087,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,7305.0,56153,4,7305 / 1,7999,52878,0,2022-09-29,2022-11-23 16:23:53,2022-11-23,2022-09-29,2022-11-28,2854,014.0003,NEOSSANCE HEMI SQUALANE - 154KG,22BAN0927HE107,5.3477,USD,8624.0,8624.0,0.0,8.75,75460.0,75460.0,75460.0,0.0,APRINNOVA,Emoliente,NEOSSANCE HEMI SQUALANE,#4169E1,2023-02-21,DANFE: 0052878 - 7999/22 APRINNOVA - DI: 22/2310398-6 - ROMANEIO 638329
1088,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,7305.0,56161,1,7305 / 5,7999,52879,0,2022-09-29,2022-11-23 16:30:01,2022-11-23,2022-09-29,2022-11-28,2854,014.0003,NEOSSANCE HEMI SQUALANE - 154KG,22BAN0922HE104,5.3477,USD,1848.0,1848.0,0.0,8.75,16170.0,16170.0,16170.0,0.0,APRINNOVA,Emoliente,NEOSSANCE HEMI SQUALANE,#4169E1,2023-02-21,DANFE: A 0052879 - 7999/22 APRINNOVA - DI: 22/2310398-6 - ROMANEIO 638329
1089,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,7305.0,56161,2,7305 / 6,7999,52879,0,2022-09-29,2022-11-23 16:30:01,2022-11-23,2022-09-29,2022-11-28,2854,014.0003,NEOSSANCE HEMI SQUALANE - 154KG,22BAN0925HE106,5.3477,USD,924.0,924.0,0.0,8.75,8085.0,8085.0,8085.0,0.0,APRINNOVA,Emoliente,NEOSSANCE HEMI SQUALANE,#4169E1,2023-02-21,DANFE: A 0052879 - 7999/22 APRINNOVA - DI: 22/2310398-6 - ROMANEIO 638329
1090,C-Compra,C-Compra,INTERNACIONAIS,1706 - COMPRA - REVENDA SAVIXX,7305.0,56161,3,7305 / 2,7999,52879,0,2022-09-29,2022-11-23 16:30:01,2022-11-23,2022-09-29,2022-11-28,2854,014.0003,NEOSSANCE HEMI SQUALANE - 154KG,22BAN0925HE106,5.3477,USD,5852.0,5852.0,0.0,8.75,51205.0,51205.0,51205.0,0.0,APRINNOVA,Emoliente,NEOSSANCE HEMI SQUALANE,#4169E1,2023-02-21,DANFE: A 0052879 - 7999/22 APRINNOVA - DI: 22/2310398-6 - ROMANEIO 638329
1091,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55991.0,56537,1,55991 / 1,2436,2436,0,2022-11-21,2022-11-21 13:09:00,2022-11-21,2022-11-21,2022-11-25,6783,100.0001,NEOSSANCE HEMI SQUALANE (NAC) - 154KG,22BAN1011HE116,5.3477,USD,616.0,616.0,0.0,8.75,5390.0,5390.0,5390.0,0.0,AMYRIS BRASIL,SEM FAMÍLIA,NEOSSANCE HEMI SQUALANE,#4169E1,2023-02-19,DANFE: 2436 - 8037/22
1092,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55991.0,56537,2,55991 / 2,2436,2436,0,2022-11-21,2022-11-21 13:09:00,2022-11-21,2022-11-21,2022-11-25,6783,100.0001,NEOSSANCE HEMI SQUALANE (NAC) - 154KG,22BAN1022HE118,5.3477,USD,4004.0,4004.0,0.0,8.75,35035.0,35035.0,35035.0,0.0,AMYRIS BRASIL,SEM FAMÍLIA,NEOSSANCE HEMI SQUALANE,#4169E1,2023-02-19,DANFE: 2436 - 8037/22
1093,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,55991.0,56537,3,55991 / 3,2436,2436,0,2022-11-21,2022-11-21 13:09:00,2022-11-21,2022-11-21,2022-11-25,6783,100.0001,NEOSSANCE HEMI SQUALANE (NAC) - 154KG,22BAN1102HE119,5.3477,USD,308.0,308.0,0.0,8.75,2695.0,2695.0,2695.0,0.0,AMYRIS BRASIL,SEM FAMÍLIA,NEOSSANCE HEMI SQUALANE,#4169E1,2023-02-19,DANFE: 2436 - 8037/22
1094,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,56417.0,56964,1,56417 / 1,8008,10883,0,2022-11-24,2022-11-24 00:00:00,2022-11-24,2022-11-24,,4669,001.0223,MERQUAT 5 - 18KG,ZM0L0787A0,5.393,USD,54.0,54.0,0.0,101.59,5485.86,5485.86,5485.86,0.0,LUBRIZOL,Polímeros Condicionantes,MERQUAT 5,#4169E1,2023-01-23,ROMANEIO 638525
1095,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,56415.0,56965,1,56415 / 2,7968,10884,0,2022-11-24,2022-11-24 00:00:00,2022-11-24,2022-11-24,,1125,001.0149,"HYDRAMOL PGDS - 15,90KG",0000120319,5.393,USD,31.8,31.8,0.0,26.93,856.374,856.374,856.374,0.0,LUBRIZOL,Ésteres,HYDRAMOL PGDS,#4169E1,2023-01-23,ROMANEIO 638524
1096,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,56415.0,56965,2,56415 / 1,7968,10884,0,2022-11-24,2022-11-24 00:00:00,2022-11-24,2022-11-24,,1125,001.0149,"HYDRAMOL PGDS - 15,90KG",0000149126,5.393,USD,15.9,15.9,0.0,26.93,428.187,428.187,428.187,0.0,LUBRIZOL,Ésteres,HYDRAMOL PGDS,#4169E1,2023-01-23,ROMANEIO 638524
1097,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,56416.0,56966,1,56416 / 1,8008,10885,0,2022-11-24,2022-11-24 00:00:00,2022-11-24,2022-11-24,,81,001.0026,"SULFOCHEM TLS - 204,10KG",0000142544,5.393,USD,612.3,612.3,0.0,2.58,1579.734,1579.734,1579.734,0.0,LUBRIZOL,Surfactantes,SULFOCHEM TLS,#4169E1,2023-01-23,ROMANEIO 638522
1098,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,56418.0,56969,1,56418 / 1,8009,10886,0,2022-11-24,2022-11-24 00:00:00,2022-11-24,2022-11-24,,81,001.0026,"SULFOCHEM TLS - 204,10KG",0000142544,5.393,USD,612.3,612.3,0.0,2.58,1579.734,1579.734,1579.734,0.0,LUBRIZOL,Surfactantes,SULFOCHEM TLS,#4169E1,2023-01-23,ROMANEIO 638521
1099,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,56420.0,56971,1,56420 / 1,8009,10887,0,2022-11-24,2022-11-24 00:00:00,2022-11-24,2022-11-24,,4669,001.0223,MERQUAT 5 - 18KG,ZM0L0787A0,5.393,USD,18.0,18.0,0.0,101.59,1828.62,1828.62,1828.62,0.0,LUBRIZOL,Polímeros Condicionantes,MERQUAT 5,#4169E1,2023-01-23,ROMANEIO 638520
1100,C-Compra,C-Compra,NACIONAIS,200 - COMPRA - REVENDA - SANTA CATARINA,56292.0,56979,1,56292 / 1,8008,55303,0,2022-11-24,2022-11-24 00:00:00,2022-11-24,2022-11-24,,4661,001.0219,MERQUAT 2001 - 200KG,EL2F3883A0,5.393,USD,400.0,400.0,0.0,10.17,4068.0,4068.0,4068.0,0.0,LUBRIZOL,Polímeros Condicionantes,MERQUAT 2001,#4169E1,2023-01-23,ROMANEIO 638516
